shower,pdg,kinetic_energy,x,y,nx,ny,nz,time,weight,time_transformed,X_transformed,Y_transformed,Z_transformed,injection_height,zenith,azimuth,primary_pdg,primary_name,primary_total_energy,primary_kinetic_energy,primary_x,primary_y,primary_z,primary_nx,primary_ny,primary_nz,primary_time,plane,event_id
0.0,22.0,265.65399169921875,-0.6420825123786926,0.18144959211349487,-6.411860522348434e-05,2.6483692636247724e-05,-1.0,2.2695226856961583e-05,1.0,0.7516380214075783,551.7028162036294,58.32302303384618,6386987.168040712,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,-11.0,45.78053283691406,-0.6451851725578308,0.22113288938999176,-1.3769694305665325e-05,0.00011226166679989547,-1.0,2.3248450977983556e-05,1.0,0.7714133696453068,551.7039144328934,58.283233815632855,6386987.167989827,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,11.0,2.945890426635742,-0.6682402491569519,0.24580444395542145,0.00011012939648935571,7.015805022092536e-05,-1.0,2.3248450997484477e-05,1.0,0.7714133703423797,551.6836114074588,58.25626857235783,6386987.168930558,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,22.0,1.4242222309112549,-0.6554293036460876,0.21613170206546783,-8.576981781516224e-05,7.111633021850139e-05,-1.0,2.339554849751585e-05,1.0,0.776671464083206,551.6932115083113,58.28712683119361,6386987.168485742,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,11.0,62.264163970947266,-0.6382163763046265,0.2564171552658081,-0.00013256818056106567,0.00021822926646564156,-0.9999999403953552,2.3395548507152122e-05,1.0,0.7766714644276606,551.7145538293677,58.248881177284865,6386987.167496855,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,-11.0,1.5078240633010864,-7.07968807220459,-52.066158294677734,-0.009055273607373238,-0.021178005263209343,-0.9997346997261047,2.451312760574048e-05,1.0,0.8166200404531694,539.8041450713098,109.60043489855963,6386987.719360019,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,22.0,2.2002317905426025,-3.1750781536102295,-0.953314483165741,-0.0008566041942685843,-0.0003106117364950478,-0.9999995827674866,2.2730101321162883e-05,1.0,0.7528846313220392,549.0671063278598,59.18434499082647,6386987.290165084,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,11.0,1.7678232192993164,8.104565620422363,6.308856964111328,0.005805563647300005,0.003736101556569338,-0.9999761581420898,2.5050062362154055e-05,1.0,0.8358131149875979,561.0368407548799,53.1521512699985,6386986.735553094,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,22.0,2.2660887241363525,-1.6663172245025635,4.3607916831970215,0.0010694199008867145,0.004158319905400276,-0.9999907612800598,2.3860970352186357e-05,1.0,0.7933082644391926,551.1256405909664,54.05897446758939,6386987.194783872,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,22.0,2.687485694885254,-2.81595516204834,-4.434224605560303,2.419977136014495e-05,-0.0025279931724071503,-0.9999967813491821,2.464243856761369e-05,1.0,0.8212423430694662,549.0571612138682,62.683717146746204,6386987.290625887,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,11.0,1.4946554899215698,-3.134488105773926,-4.538576126098633,-0.0007827907102182508,-0.0006209567072801292,-0.9999995231628418,2.4642441915200236e-05,1.0,0.8212424627310775,548.7297513248932,62.7538962046778,6386987.305796269,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
